ts,humidity,temp,datetime,pm2_5
1594512000,76.80000305175781,27.0,2020-07-12 00:00:00,74.67517594011429
1594512300,77.9000015258789,27.0,2020-07-12 00:05:00,73.81264498911027
1594512600,77.9000015258789,27.0,2020-07-12 00:10:00,70.54121684796989
1594512900,78.0,27.0,2020-07-12 00:15:00,73.24128432556802
1594513200,78.0,27.0,2020-07-12 00:20:00,78.14710199529796
1594513500,77.9000015258789,27.0,2020-07-12 00:25:00,77.27583738067682
1594513800,77.9000015258789,27.0,2020-07-12 00:30:00,73.81264498911027
1594514100,77.9000015258789,27.0,2020-07-12 00:35:00,73.09889853228232
1594514400,78.30000305175781,27.0,2020-07-12 00:40:00,70.3999547938763
1594514700,78.5999984741211,27.0,2020-07-12 00:45:00,73.81264498911027
1594515000,78.30000305175781,27.0,2020-07-12 00:50:00,73.81264498911027
1594515300,78.19999694824219,27.0,2020-07-12 00:55:00,73.81264498911027
1594515600,78.19999694824219,27.0,2020-07-12 01:00:00,70.96535580843468
1594515900,78.4000015258789,27.0,2020-07-12 01:05:00,73.81264498911027
1594516200,78.69999694824219,27.0,2020-07-12 01:10:00,76.40676576494218
1594516500,78.5999984741211,27.0,2020-07-12 01:15:00,71.39123987712492
1594516800,78.5,27.0,2020-07-12 01:20:00,73.24128432556802
1594517100,78.4000015258789,27.0,2020-07-12 01:25:00,73.81264498911027
1594517400,78.4000015258789,27.0,2020-07-12 01:30:00,74.10237574906344
1594517700,79.0999984741211,27.0,2020-07-12 01:35:00,73.81264498911027
1594518000,78.19999694824219,27.0,2020-07-12 01:40:00,73.81264498911027
1594518300,78.30000305175781,27.0,2020-07-12 01:45:00,70.82391732685657
1594518600,78.19999694824219,27.0,2020-07-12 01:50:00,71.53291449918208
1594518900,78.19999694824219,27.0,2020-07-12 01:55:00,78.14710199529796
1594519200,78.19999694824219,27.0,2020-07-12 02:00:00,78.14710199529796
1594519500,78.19999694824219,27.0,2020-07-12 02:05:00,79.31723892401406
1594519800,78.19999694824219,27.0,2020-07-12 02:10:00,77.27583738067682
1594520100,78.0,27.0,2020-07-12 02:15:00,78.73167651171876
1594520400,78.0,27.0,2020-07-12 02:20:00,76.40676576494218
1594520700,78.0,27.0,2020-07-12 02:25:00,73.81264498911027
1594521000,78.0,27.0,2020-07-12 02:30:00,77.27583738067682
1594521300,77.9000015258789,27.0,2020-07-12 02:35:00,71.53291449918208
1594521600,77.9000015258789,27.0,2020-07-12 02:40:00,73.81264498911027
1594521900,78.0,27.0,2020-07-12 02:45:00,73.81264498911027
1594522200,77.9000015258789,27.0,2020-07-12 02:50:00,73.81264498911027
1594522500,77.9000015258789,27.0,2020-07-12 02:55:00,78.14710199529796
1594522800,77.80000305175781,27.0,2020-07-12 03:00:00,70.82391732685657
1594523100,77.80000305175781,27.0,2020-07-12 03:05:00,78.14710199529796
1594523400,77.80000305175781,27.0,2020-07-12 03:10:00,69.6957298538372
1594523700,77.80000305175781,27.0,2020-07-12 03:15:00,75.53988074527248
1594524000,78.9000015258789,27.0,2020-07-12 03:20:00,67.73607189298365
1594524300,77.9000015258789,27.0,2020-07-12 03:25:00,78.14710199529796
1594524600,77.9000015258789,27.0,2020-07-12 03:30:00,75.53988074527248
1594524900,77.9000015258789,27.0,2020-07-12 03:35:00,82.85683160110825
1594525200,78.0,27.0,2020-07-12 03:40:00,78.14710199529796
1594525500,78.0,27.0,2020-07-12 03:45:00,73.81264498911027
1594525800,78.0,27.0,2020-07-12 03:50:00,70.25875149218706
1594526100,78.19999694824219,27.0,2020-07-12 03:55:00,78.73167651171876
1594526400,78.19999694824219,27.0,2020-07-12 04:00:00,81.07987293627406
1594526700,78.30000305175781,27.100000381469727,2020-07-12 04:05:00,77.27583738067682
1594527000,78.19999694824219,27.0,2020-07-12 04:10:00,68.57248610085304
1594527300,78.0999984741211,27.0,2020-07-12 04:15:00,66.61931821332875
1594527600,78.19999694824219,27.100000381469727,2020-07-12 04:20:00,70.25875149218706
1594527900,78.0999984741211,27.0,2020-07-12 04:25:00,78.73167651171876
1594528200,78.0999984741211,27.0,2020-07-12 04:30:00,70.25875149218706
1594528500,78.0999984741211,27.0,2020-07-12 04:35:00,70.96535580843468
1594528800,78.0,27.0,2020-07-12 04:40:00,73.81264498911027
1594529100,78.0,27.0,2020-07-12 04:45:00,70.25875149218706
1594529400,78.0,27.0,2020-07-12 04:50:00,70.25875149218706
1594529700,78.0,27.0,2020-07-12 04:55:00,67.45296308817849
1594530000,78.19999694824219,27.0,2020-07-12 05:00:00,70.25875149218706
1594530300,78.4000015258789,27.0,2020-07-12 05:05:00,77.27583738067682
1594530600,78.5,27.0,2020-07-12 05:10:00,70.25875149218706
1594530900,78.5,27.0,2020-07-12 05:15:00,72.38970403883594
1594531200,78.5,27.0,2020-07-12 05:20:00,70.96535580843468
1594531500,78.30000305175781,27.0,2020-07-12 05:25:00,70.25875149218706
1594531800,78.80000305175781,27.0,2020-07-12 05:30:00,72.10142092364023
1594532100,79.30000305175781,27.0,2020-07-12 05:35:00,71.53291449918208
1594532400,79.0999984741211,27.0,2020-07-12 05:40:00,70.25875149218706
1594532700,78.80000305175781,27.0,2020-07-12 05:45:00,70.3999547938763
1594533000,78.30000305175781,27.0,2020-07-12 05:50:00,70.3999547938763
1594533300,78.69999694824219,27.0,2020-07-12 05:55:00,73.24128432556802
1594533600,78.19999694824219,27.0,2020-07-12 06:00:00,69.6957298538372
1594533900,78.0,27.0,2020-07-12 06:05:00,70.25875149218706
1594534200,78.0,27.0,2020-07-12 06:10:00,70.25875149218706
1594534500,78.0,27.0,2020-07-12 06:15:00,70.25875149218706
1594534800,78.0,27.0,2020-07-12 06:20:00,67.45296308817849
1594535100,78.0,27.0,2020-07-12 06:25:00,67.45296308817849
1594535400,78.0,27.0,2020-07-12 06:30:00,67.45296308817849
1594535700,78.0,27.0,2020-07-12 06:35:00,67.17723218773038
1594536000,78.0999984741211,27.0,2020-07-12 06:40:00,67.45296308817849
1594536300,78.0999984741211,27.0,2020-07-12 06:45:00,67.45296308817849
1594536600,78.0999984741211,27.0,2020-07-12 06:50:00,63.30529176735347
1594536900,78.0999984741211,27.0,2020-07-12 06:55:00,65.78773454584976
1594537200,78.0,27.0,2020-07-12 07:00:00,64.95820617407404
1594537500,78.0,27.0,2020-07-12 07:05:00,67.45296308817849
1594537800,78.0,27.0,2020-07-12 07:10:00,67.45296308817849
1594538100,77.9000015258789,27.0,2020-07-12 07:15:00,67.45296308817849
1594538400,77.80000305175781,27.0,2020-07-12 07:20:00,68.01226039686158
1594538700,77.80000305175781,27.0,2020-07-12 07:25:00,69.69572985383499
1594539000,77.69999694824219,27.0,2020-07-12 07:30:00,68.57248610085304
1594539300,77.5999984741211,27.0,2020-07-12 07:35:00,70.25875149218706
1594539600,77.5999984741211,27.0,2020-07-12 07:40:00,66.61931821332875
1594539900,77.5999984741211,27.0,2020-07-12 07:45:00,66.61931821332875
1594540200,77.69999694824219,27.0,2020-07-12 07:50:00,67.45296308817849
1594540500,77.80000305175781,27.0,2020-07-12 07:55:00,68.15252949843861
1594540800,77.80000305175781,27.0,2020-07-12 08:00:00,67.45296308817849
1594541100,77.9000015258789,27.0,2020-07-12 08:05:00,67.45296308817849
1594541400,77.9000015258789,27.0,2020-07-12 08:10:00,67.45296308817849
1594541700,78.0,27.0,2020-07-12 08:15:00,68.57248610085304
1594542000,78.0,27.0,2020-07-12 08:20:00,67.45296308817849
1594542300,78.0999984741211,27.0,2020-07-12 08:25:00,68.01226039686158
1594542600,78.0,27.0,2020-07-12 08:30:00,69.6957298538372
1594542900,78.0,27.0,2020-07-12 08:35:00,69.6957298538372
1594543200,77.9000015258789,27.0,2020-07-12 08:40:00,70.25875149218706
1594543500,77.9000015258789,27.0,2020-07-12 08:45:00,70.25875149218706
