ts,humidity,temp,datetime,pm2_5
1594512099.589146,76.80000305175781,27.0,2020-07-12 00:01:39.589145899,74.67517594011429
1594512104.4684107,77.9000015258789,27.0,2020-07-12 00:01:44.468410730,73.81264498911027
1594512108.2753816,77.9000015258789,27.0,2020-07-12 00:01:48.275381565,70.54121684796989
1594512115.2885425,78.0,27.0,2020-07-12 00:01:55.288542509,73.24128432556802
1594512119.0980136,78.0,27.0,2020-07-12 00:01:59.098013639,78.14710199529796
1594512129.374153,77.9000015258789,27.0,2020-07-12 00:02:09.374152899,77.27583738067682
1594512133.717256,77.9000015258789,27.0,2020-07-12 00:02:13.717256069,73.81264498911027
1594512139.6659806,77.9000015258789,27.0,2020-07-12 00:02:19.665980577,73.09889853228232
1594512145.0825844,78.30000305175781,27.0,2020-07-12 00:02:25.082584381,70.3999547938763
1594512152.1008546,78.5999984741211,27.0,2020-07-12 00:02:32.100854635,73.81264498911027
1594512158.5780416,78.30000305175781,27.0,2020-07-12 00:02:38.578041553,73.81264498911027
1594512162.9205687,78.19999694824219,27.0,2020-07-12 00:02:42.920568705,73.81264498911027
1594512167.261468,78.19999694824219,27.0,2020-07-12 00:02:47.261467934,70.96535580843468
1594512173.2174854,78.4000015258789,27.0,2020-07-12 00:02:53.217485428,73.81264498911027
1594512178.6320183,78.69999694824219,27.0,2020-07-12 00:02:58.632018328,76.40676576494218
1594512184.5828233,78.5999984741211,27.0,2020-07-12 00:03:04.582823277,71.39123987712492
1594512189.4795554,78.5,27.0,2020-07-12 00:03:09.479555368,73.24128432556802
1594512194.3549402,78.4000015258789,27.0,2020-07-12 00:03:14.354940176,73.81264498911027
1594512198.697217,78.4000015258789,27.0,2020-07-12 00:03:18.697216988,74.10237574906344
1594512206.2489655,79.0999984741211,27.0,2020-07-12 00:03:26.248965502,73.81264498911027
1594512211.1266878,78.19999694824219,27.0,2020-07-12 00:03:31.126687765,73.81264498911027
1594512216.5350983,78.30000305175781,27.0,2020-07-12 00:03:36.535098313,70.82391732685657
1594512220.3450258,78.19999694824219,27.0,2020-07-12 00:03:40.345025778,71.53291449918208
1594512226.2972412,78.19999694824219,27.0,2020-07-12 00:03:46.297241211,78.14710199529796
1594512233.847906,78.19999694824219,27.0,2020-07-12 00:03:53.847906113,78.14710199529796
1594512240.327304,78.19999694824219,27.0,2020-07-12 00:04:00.327303886,79.31723892401406
1594512246.8188376,78.19999694824219,27.0,2020-07-12 00:04:06.818837643,77.27583738067682
1594512253.8389752,78.0,27.0,2020-07-12 00:04:13.838975191,78.73167651171876
1594512258.7162416,78.0,27.0,2020-07-12 00:04:18.716241598,76.40676576494218
1594512268.941263,78.0,27.0,2020-07-12 00:04:28.941262960,73.81264498911027
1594512274.350184,78.0,27.0,2020-07-12 00:04:34.350183964,77.27583738067682
1594512279.226336,77.9000015258789,27.0,2020-07-12 00:04:39.226336002,71.53291449918208
1594512284.1044822,77.9000015258789,27.0,2020-07-12 00:04:44.104482174,73.81264498911027
1594512291.120198,78.0,27.0,2020-07-12 00:04:51.120198011,73.81264498911027
1594512297.0675566,77.9000015258789,27.0,2020-07-12 00:04:57.067556620,73.81264498911027
